Stdout: [2024-01-11T11:26:36+00:00] INFO: Started Cinc Zero at chefzero://localhost:1 with repository at /etc/chef (One version per cookbook)
Stdout: [2024-01-11T11:26:36+00:00] INFO: *** Cinc Client 18.2.7 ***
Stdout: [2024-01-11T11:26:36+00:00] INFO: Platform: x86_64-linux
Stdout: [2024-01-11T11:26:36+00:00] INFO: Cinc-client pid: 30896
Stdout: [2024-01-11T11:26:56+00:00] WARN: Run List override has been provided.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/network_service/network_service_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/network_service/partial/_network_service_redhat_based.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/network_service/partial/_network_service.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_alinux2.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_ubuntu20.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/nfs_ubuntu22+.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/partial/_configure.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/partial/_install_nfs4_and_disable.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/raid/raid.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/raid/partial/_raid_common.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/raid/raid_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/raid/raid_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/nfs/partial/_install_nfs_debian.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/raid/raid_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_amazon2.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/partial/_spack_common.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_ubuntu20.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/partial/_system_authentication_alinux_centos.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/partial/_system_authentication_common.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/spack/spack_ubuntu22.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/partial/_system_authentication_debian.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/system_authentication_alinux2.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/system_authentication_redhat8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/system_authentication_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/system_authentication_rocky8.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/system_authentication/system_authentication_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/cfnconfig_mixed_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/kitchen.environment-install.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/cfn_bootstrap_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/directory_service_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/resources/volume.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/ebs_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/cloudwatch_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/ec2_udev_rules_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/efa_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/ephemeral_drives_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/efs_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/fs_update_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/imds_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/isolated_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/login_nodes_keys_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/lustre_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/mount_internal_use_ebs_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/mount_intel_dir_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/mount_internal_use_efs_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/network_interfaces_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/network_service_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/nfs_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/system_authentication_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/spack_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/ebs_mount/pre_destroy.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/controls/raid_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/ebs_mount/post_create.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/ebs_unmount/post_create.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/network_interfaces/post_create.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/ebs_unmount/pre_destroy.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/network_interfaces/pre_destroy.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/raid_mount/pre_destroy.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/raid_unmount/pre_destroy.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/raid_unmount/post_create.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/hooks/config/raid_mount/post_create.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/test/inspec.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/cfn_bootstrap/cfn-hup-runner.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/custom_actions/fetch_and_run.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/directory_service/sssd.conf.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/directory_service/generate_ssh_key.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/cfn_bootstrap/pcluster.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/ec2_udev_rules/ec2-volid.rules.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/ec2_udev_rules/parallelcluster-ebsnvme-id.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/imds/parallelcluster-iptables.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/directory_service/update_directory_service_password.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/init/cfnconfig.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/isolated/patch-iso-instance.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/setup-ephemeral.service.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/nfs/nfs-ubuntu22+.conf.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/nfs/default-nfs-kernel-server.conf.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/packages-aarch64.yaml.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/packages-icelake.yaml.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/shared_storages/shared_storages_data.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/packages-neoverse_n1.yaml.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/packages-skylake_avx512.yaml.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/spack.sh.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/cloudwatch/cloudwatch_agent_config_schema.json in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/templates/spack/packages-zen2.yaml.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/cloudwatch/cloudwatch_agent_config.json in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/cloudwatch/write_cloudwatch_agent_json.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/cloudwatch/cloudwatch_agent_config_util.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/custom_action_executor/custom_action_executor.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/default/ec2_udev_rules/ec2blkdev-init in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/default/ec2_udev_rules/manageVolume.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/default/ec2_udev_rules/ec2_dev_2_volid.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/default/network_interfaces/configure_nw_interface.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/imds/imds-access.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/login_nodes/keys-manager.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/redhat-8.network_interfaces/configure_nw_interface.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/setup-ephemeral-drives.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/rocky/network_interfaces/configure_nw_interface.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/spack/modules.yaml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/ubuntu/ec2_udev_rules/ec2blkdev-init in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/ubuntu/network_interfaces/configure_nw_interface.sh in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/files/ubuntu/ec2_udev_rules/udev-override.conf in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/libraries/directory_service_utils.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/libraries/networking.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/metadata.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/libraries/volume.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/metadata.json in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/attributes/environment.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/configure_pam_ssh_keygen.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/custom_actions_setup.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/ebs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/ephemeral_drives.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/efs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/export_home.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/directory_service.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/export_internal_use_ebs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/fsx.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/imds.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/login_nodes_keys.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/mount_intel_dir.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/raid.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/network_interfaces.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/mount_home.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/update_fs_mapping.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/backup_internal_use_shared_data.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/config/update_shared_storages.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/backup_home_shared_data.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/default.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/restore_home_shared_data.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/mount_internal_use_ebs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/mount_internal_use_efs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/install/cfn_bootstrap.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/init/restore_internal_use_shared_data.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/install/cfnconfig_mixed.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/install/isolated_install.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/install.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_compute_ebs.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_cfnconfig.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_compute_raid.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_compute_shared_storages.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_export_directories.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/recipes/test/mock_login_node_keys.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/test/controls/clusterstatusmgtd_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/kitchen.computefleet-config.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-environment/kitchen.environment-config.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/test/controls/custom_parallelcluster_node_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/test/controls/fleet_status_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/test/controls/node_spec.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/test/inspec.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/templates/clusterstatusmgtd/clusterstatusmgtd.conf.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/templates/clusterstatusmgtd/99-parallelcluster-clusterstatusmgtd.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/templates/compute_fleet_status/get-compute-fleet-status.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/templates/compute_fleet_status/update-compute-fleet-status.erb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/files/clusterstatusmgtd/clusterstatusmgtd.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/metadata.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/files/clusterstatusmgtd/clusterstatusmgtd_logging.conf in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/kitchen.computefleet-install.yml in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/metadata.json in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/files/compute_fleet_status/compute_fleet_status.py in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/attributes/computefleet.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/config/clusterstatusmgtd_config.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/config/update_computefleet_status.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/config/fleet_status.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/init.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/config/update_parallelcluster_node.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/install/clusterstatusmgtd_install.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/config.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/install/custom_parallelcluster_node.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/install/parallelcluster_node.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-computefleet/recipes/install.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-slurm/kitchen.slurm-config.yml in the cache.
Stdout:   [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-slurm/resources/dns_domain/dns_domain_ubuntu20+.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-slurm/resources/dns_domain/dns_domain_centos7.rb in the cache.
Stdout: [2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-slurm/resources/dns_domain/dns_domain_redhat8.rb in the cache.
Stdout: - aws-parallelcluster-computefleet (3.8.0)[2024-01-11T11:26:58+00:00] INFO: Storing updated cookbooks/aws-parallelcluster-slurm/resources/dns_domain/partial/_dns_domain_redhat.rb in the cache.
